"","state_name","pc_name","ac_name","ac_num","total_ac_votes","num_spec1_2014","voteshare_spec1_2014","voteshare_spec1_2014_0.1","voteshare_spec1_2014_0.2","voteshare_spec1_2014_0.3","voteshare_spec1_2014_0.4","voteshare_spec1_2014_0.5","voteshare_spec1_2014_0.6","voteshare_spec1_2014_0.7","voteshare_spec1_2014_0.8","voteshare_spec1_2014_0.9","voteshare_spec1_2009","voteshare_spec1_2009_0.1","voteshare_spec1_2009_0.2","voteshare_spec1_2009_0.3","voteshare_spec1_2009_0.4","voteshare_spec1_2009_0.5","voteshare_spec1_2009_0.6","voteshare_spec1_2009_0.7","voteshare_spec1_2009_0.8","voteshare_spec1_2009_0.9","station_name1","station_type1","station_kw1","station_state1","spot_lang1","station_block1","treat1","camp_date1","station_buffer_km1","camp_lag1","station_id1","eligible1","station_name2","station_type2","station_kw2","station_state2","spot_lang2","station_block2","treat2","camp_date2","station_buffer_km2","camp_lag2","station_id2","eligible2","station_name3","station_type3","station_kw3","station_state3","spot_lang3","station_block3","treat3","camp_date3","station_buffer_km3","camp_lag3","station_id3","eligible3","state_code","pc_num","station_lon","station_lat","illit_pc","rural_pc","scst_pc","pc_type","schedule_num","poll_date","xcoord","ycoord","num_eligible","prob_treatany","treatany","wgt_treatany"
"11","Andhra Pradesh","Anantapur","Tadipatri",270,179626,2,96.0946633560843,96.0946633560843,96.0946633560843,96.0946633560843,96.0946633560843,42.3268346453186,42.3268346453186,42.3268346453186,42.3268346453186,42.3268346453186,39.3828406440272,39.3828406440272,39.3828406440272,39.3828406440272,39.3828406440272,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,36,0,0,47.2898445129395,100,18.8079357147217,"GEN","8",2014-05-07,77.8760604858398,14.9804382324219,1,0.5,0,2
"12","Andhra Pradesh","Anantapur","Uravakonda",268,165203,2,95.5757462031561,95.5757462031561,95.5757462031561,95.5757462031561,95.5757462031561,48.5324116390138,48.5324116390138,48.5324116390138,48.5324116390138,48.5324116390138,44.4054101528193,44.4054101528193,44.4054101528193,44.4054101528193,44.4054101528193,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,36,0,0,43.5942192077637,55.6551666259766,18.4361782073975,"GEN","8",2014-05-07,77.2687301635742,14.8666248321533,1,0.5,0,2
"13","Andhra Pradesh","Bhongir","Alair",97,174811,2,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,37.6246346053738,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,48.5185492571998,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,14,0,0,39.621223449707,72.046760559082,16.6633014678955,"GEN","7",2014-04-30,78.9987030029297,17.6048831939697,1,0.5,0,2
"14","Andhra Pradesh","Bhongir","Bhongir",94,158613,2,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,35.2568831054201,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,44.8072559295478,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,14,0,0,35.3309898376465,48.4836502075195,18.6617469787598,"GEN","7",2014-04-30,78.915657043457,17.4380340576172,1,0.5,0,2
"15","Andhra Pradesh","Bhongir","Jangoan",98,171155,2,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,32.1392889486138,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,48.3858343448816,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,14,0,0,44.331413269043,100,26.6866340637207,"GEN","7",2014-04-30,79.0586700439453,17.8730964660645,1,0.5,0,2
"16","Andhra Pradesh","Bhongir","Nakrekal (SC)",95,178733,2,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,37.2997711670481,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,46.1826186555945,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,14,0,0,40.3310775756836,100,23.8223495483398,"GEN","7",2014-04-30,79.256965637207,17.2363529205322,1,0.5,0,2
"17","Andhra Pradesh","Bhongir","Thungathurthy (SC)",96,173739,2,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,42.4625443912996,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,46.1573392172045,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,14,0,0,47.4512672424316,100,26.5048427581787,"GEN","7",2014-04-30,79.492317199707,17.3934459686279,1,0.5,0,2
"18","Andhra Pradesh","Chittoor (SC)","Chandragiri",285,205276,2,95.290243379645,95.290243379645,95.290243379645,95.290243379645,95.290243379645,47.1180264619342,47.1180264619342,47.1180264619342,47.1180264619342,47.1180264619342,36.5231624894396,36.5231624894396,36.5231624894396,36.5231624894396,36.5231624894396,0,0,0,0,0,"Tirupati","FM",10,"Andhra Pradesh","Telugu",4,0,2014-05-05,100,2,59,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,42,0,0,40.0267677307129,100,21.4416828155518,"SC","8",2014-05-07,79.1817092895508,13.6202259063721,1,0.5,0,2
"19","Andhra Pradesh","Chittoor (SC)","Chittoor",291,144068,2,96.8153927312103,96.8153927312103,96.8153927312103,96.8153927312103,96.8153927312103,43.4322680956215,43.4322680956215,43.4322680956215,43.4322680956215,43.4322680956215,25.984351737464,25.984351737464,25.984351737464,25.984351737464,25.984351737464,0,0,0,0,0,"Tirupati","FM",10,"Andhra Pradesh","Telugu",4,0,2014-05-05,100,2,59,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,42,0,0,29.4647388458252,100,40.9989395141602,"SC","8",2014-05-07,79.1231689453125,13.1348390579224,1,0.5,0,2
"20","Andhra Pradesh","Chittoor (SC)","Gangadhara Nellore (SC)",290,154591,2,95.3735987217885,95.3735987217885,95.3735987217885,95.3735987217885,95.3735987217885,53.7275779314449,53.7275779314449,53.7275779314449,53.7275779314449,53.7275779314449,37.8263808278355,37.8263808278355,37.8263808278355,37.8263808278355,37.8263808278355,0,0,0,0,0,"Tirupati","FM",10,"Andhra Pradesh","Telugu",4,0,2014-05-05,100,2,59,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,42,0,0,43.4166450500488,100,30.8240661621094,"SC","8",2014-05-07,79.3003234863281,13.3147850036621,1,0.5,0,2
"21","Andhra Pradesh","Chittoor (SC)","Nagari",289,157125,2,94.3357199681782,94.3357199681782,94.3357199681782,94.3357199681782,94.3357199681782,46.6151153540175,46.6151153540175,46.6151153540175,46.6151153540175,46.6151153540175,43.6695424687105,43.6695424687105,43.6695424687105,43.6695424687105,43.6695424687105,0,0,0,0,0,"Tirupati","FM",10,"Andhra Pradesh","Telugu",4,0,2014-05-05,100,2,59,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,42,0,0,36.2571220397949,69.6201477050781,33.4764175415039,"SC","8",2014-05-07,79.5940399169922,13.3857078552246,1,0.5,0,2
"22","Andhra Pradesh","Chittoor (SC)","Palamaner",293,196897,2,95.8120235453054,95.8120235453054,95.8120235453054,95.8120235453054,95.8120235453054,48.3293295479362,48.3293295479362,48.3293295479362,48.3293295479362,48.3293295479362,47.3694890883369,47.3694890883369,47.3694890883369,47.3694890883369,47.3694890883369,0,0,0,0,0,"Tirupati","FM",10,"Andhra Pradesh","Telugu",4,0,2014-05-05,100,2,59,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,42,0,0,32.0265121459961,36.8479194641113,17.5168781280518,"SC","8",2014-05-07,78.6494293212891,13.1398763656616,1,0.5,0,2
"23","Andhra Pradesh","Chittoor (SC)","Puthalapattu (SC)",292,170065,2,96.9646899714815,96.9646899714815,96.9646899714815,96.9646899714815,96.9646899714815,48.5873048540264,48.5873048540264,48.5873048540264,48.5873048540264,48.5873048540264,42.4460621580417,42.4460621580417,42.4460621580417,42.4460621580417,42.4460621580417,0,0,0,0,0,"Tirupati","FM",10,"Andhra Pradesh","Telugu",4,0,2014-05-05,100,2,59,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,42,0,0,33.9055633544922,100,35.1940116882324,"SC","8",2014-05-07,78.9609603881836,13.256160736084,1,0.5,0,2
"24","Andhra Pradesh","Hindupur","Dharmavaram",279,189284,1,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,43.6212252488324,0,0,0,0,0,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,37,0,0,47.4589195251465,100,20.9458255767822,"GEN","8",2014-05-07,77.8911285400391,14.4348316192627,1,0.5,0,2
"25","Andhra Pradesh","Hindupur","Madakasira (SC)",275,157929,1,38.840238334948,38.840238334948,38.840238334948,38.840238334948,38.840238334948,38.840238334948,38.840238334948,38.840238334948,38.840238334948,38.840238334948,0,0,0,0,0,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,37,0,0,47.568904876709,100,25.468542098999,"GEN","8",2014-05-07,77.1377639770508,13.9422950744629,1,0.5,0,2
"26","Andhra Pradesh","Hindupur","Penukonda",277,167236,1,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,37.3023750867038,0,0,0,0,0,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,37,0,0,46.0633316040039,60.2971153259277,19.3166770935059,"GEN","8",2014-05-07,77.5912399291992,14.0343332290649,1,0.5,0,2
"27","Andhra Pradesh","Hindupur","Puttaparthi",278,151542,1,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,45.5101556004276,0,0,0,0,0,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,37,0,0,41.3254241943359,82.2339019775391,20.291524887085,"GEN","8",2014-05-07,77.9146194458008,14.1133661270142,1,0.5,0,2
"28","Andhra Pradesh","Hindupur","Raptadu",274,178805,1,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,46.1245490897906,0,0,0,0,0,0,0,0,0,0,"Anantpur","FM",6,"Andhra Pradesh","Telugu",4,0,2014-05-05,75,2,58,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,37,0,0,46.7395973205566,100,21.6872940063477,"GEN","8",2014-05-07,77.5276718139648,14.4524269104004,1,0.5,0,2
"29","Andhra Pradesh","Karimnagar","Choppadandi (SC)",27,149415,3,70.2118261218753,70.2118261218753,70.2118261218753,70.2118261218753,70.2118261218753,0,0,0,0,0,57.8634608735738,57.8634608735738,57.8634608735738,57.8634608735738,57.8634608735738,0,0,0,0,0,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,45.5868911743164,100,19.8209171295166,"GEN","7",2014-04-30,78.9944000244141,18.5919895172119,1,0.5,0,2
"30","Andhra Pradesh","Karimnagar","Husnabad",32,174627,3,85.4615838329697,85.4615838329697,85.4615838329697,85.4615838329697,85.4615838329697,0,0,0,0,0,64.5612087422761,64.5612087422761,64.5612087422761,64.5612087422761,64.5612087422761,0,0,0,0,0,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,43.1040840148926,100,28.5659885406494,"GEN","7",2014-04-30,79.2425842285156,18.1320743560791,1,0.5,0,2
"31","Andhra Pradesh","Karimnagar","Huzurabad",31,161812,3,81.4179418090129,81.4179418090129,81.4179418090129,81.4179418090129,81.4179418090129,0,0,0,0,0,68.1824115872721,68.1824115872721,68.1824115872721,68.1824115872721,68.1824115872721,0,0,0,0,0,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,38.667106628418,88.8454895019531,23.0273914337158,"GEN","7",2014-04-30,79.4736557006836,18.2777652740479,1,0.5,0,2
"32","Andhra Pradesh","Karimnagar","Karimnagar",26,185272,3,67.444082214258,67.444082214258,67.444082214258,67.444082214258,67.444082214258,0,0,0,0,0,60.5369425974939,60.5369425974939,60.5369425974939,60.5369425974939,60.5369425974939,0,0,0,0,0,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,27.5420951843262,19.7801742553711,14.3239164352417,"GEN","7",2014-04-30,79.1275863647461,18.4557991027832,1,0.5,0,2
"33","Andhra Pradesh","Karimnagar","Manakondur (SC)",30,155797,3,74.2594530061554,74.2594530061554,74.2594530061554,74.2594530061554,74.2594530061554,0,0,0,0,0,60.9069168244388,60.9069168244388,60.9069168244388,60.9069168244388,60.9069168244388,0,0,0,0,0,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,43.2273597717285,100,24.9309482574463,"GEN","7",2014-04-30,79.1212844848633,18.329833984375,1,0.5,0,2
"34","Andhra Pradesh","Karimnagar","Sircilla",29,157065,3,71.234839079362,71.234839079362,71.234839079362,71.234839079362,71.234839079362,0,0,0,0,0,51.0498098943204,51.0498098943204,51.0498098943204,51.0498098943204,51.0498098943204,0,0,0,0,0,"Nizamabad","FM",6,"Andhra Pradesh","Telugu",4,0,2014-04-28,75,2,60,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,46.1606826782227,100,35.4434623718262,"GEN","7",2014-04-30,78.6825103759766,18.3612480163574,1,0.5,0,2
"35","Andhra Pradesh","Karimnagar","Vemulawada",28,136160,3,50.1997649823737,50.1997649823737,50.1997649823737,50.1997649823737,50.1997649823737,0,0,0,0,0,48.0367654312868,48.0367654312868,48.0367654312868,48.0367654312868,48.0367654312868,0,0,0,0,0,"Nizamabad","FM",6,"Andhra Pradesh","Telugu",4,0,2014-04-28,75,2,60,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,3,0,0,46.2932395935059,100,21.3964576721191,"GEN","7",2014-04-30,78.7597732543945,18.602840423584,1,0.5,0,2
"36","Andhra Pradesh","Khammam","Aswaraopeta (ST)",118,142020,2,72.6123081256161,72.6123081256161,72.6123081256161,72.6123081256161,72.6123081256161,72.6123081256161,72.6123081256161,72.6123081256161,0,0,39.912389387605,39.912389387605,39.912389387605,39.912389387605,39.912389387605,39.912389387605,39.912389387605,39.912389387605,0,0,"Kothagudam","FM",6,"Andhra Pradesh","Telugu",4,1,2014-04-28,75,2,54,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,17,0,0,44.7193717956543,100,49.378059387207,"GEN","7",2014-04-30,81.0259704589844,17.4117870330811,1,0.5,1,2
"37","Andhra Pradesh","Khammam","Khammam",112,181689,2,70.8479874951153,70.8479874951153,70.8479874951153,70.8479874951153,70.8479874951153,70.8479874951153,70.8479874951153,70.8479874951153,0,0,59.1206920442623,59.1206920442623,59.1206920442623,59.1206920442623,59.1206920442623,59.1206920442623,59.1206920442623,59.1206920442623,0,0,"Kothagudam","FM",6,"Andhra Pradesh","Telugu",4,1,2014-04-28,75,2,54,1,"Warangal","FM",10,"Andhra Pradesh","Telugu",4,0,2014-04-28,100,2,55,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,17,0,0,28.7473201751709,20.1981468200684,21.1531581878662,"GEN","7",2014-04-30,80.2342910766602,17.3067817687988,2,0.75,1,1.33333337306976
"38","Andhra Pradesh","Khammam","Kothagudem",117,163876,2,45.7571578510581,45.7571578510581,45.7571578510581,45.7571578510581,45.7571578510581,45.7571578510581,45.7571578510581,45.7571578510581,0,0,37.4311926605505,37.4311926605505,37.4311926605505,37.4311926605505,37.4311926605505,37.4311926605505,37.4311926605505,37.4311926605505,0,0,"Kothagudam","FM",6,"Andhra Pradesh","Telugu",4,1,2014-04-28,75,2,54,1,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,"","",NA,"","",NA,NA,NA,NA,NA,-9,NA,28,17,0,0,34.8417510986328,29.5709209442139,40.3479347229004,"GEN","7",2014-04-30,80.676025390625,17.6143798828125,1,0.5,1,2
